chn 0,  Pts = 0,  LumPixSum = 0,  LumPixAverage=0!     
chn 0,  Pts = 0,  LumPixSum = 299691237,  LumPixAverage=143!     

chn 0,  Pts = 0,  LumPixSum = 300086998,  LumPixAverage=143!     

chn 0,  Pts = 0,  LumPixSum = 300066431,  LumPixAverage=143!     

chn 0,  Pts = 0,  LumPixSum = 299912566,  LumPixAverage=143!     

chn 0,  Pts = 0,  LumPixSum = 300126474,  LumPixAverage=143!     

chn 0,  Pts = 0,  LumPixSum = 299992026,  LumPixAverage=143!     

chn 0,  Pts = 0,  LumPixSum = 300026441,  LumPixAverage=143!     

chn 0,  Pts = 0,  LumPixSum = 300001014,  LumPixAverage=143!     

